,Statement Description,topics,label,1,1 ,2,2 ,2  ,3,3 ,3  ,4,4 ,5,5 ,6,6 ,7,8 ,8  , 
0,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",encryption decryption,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",sender authentication,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",data integrity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",non repudiation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ","attack classification (ciphertext only, known plaintext, chosen plaintext, chosen ciphertext)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",secret key (symmetric) cryptography,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",public key (asymmetric) cryptography,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ","information theoretic security (one time pad, shannon theorem)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"this topic covers basic concepts in cryptography to  build the base for other sections in the knowledge  unit. this topic includes: ● encryption/decryption, sender authentication,  data integrity, non-repudiation, ● attack classification (ciphertext-only, known  plaintext, chosen plaintext, chosen ciphertext),  ● secret key (symmetric), cryptography and publickey (asymmetric) cryptography,  ● information-theoretic security (one-time pad,  shannon theorem), and • computational security ",computational security,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",advanced protocols ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  zero knowledge proofs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  secret sharing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  commitment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  oblivious transfer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  secure multiparty computation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",advanced recent developments ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  fully homomorphic encryption,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  obfuscation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  quantum cryptography,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"this topic includes: ● advanced protocols: o zero-knowledge proofs, and protocols,  o secret sharing, o commitment,  o oblivious transfer,  o secure multiparty computation, ● advanced recent developments: fully  homomorphic encryption, obfuscation, quantum  cryptography, and kljn scheme. ",  kljn scheme,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",modular arithmetic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",fermat theorems,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",euler theorems,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",primitive roots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",discrete log problem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",primality testing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",factoring large integers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",elliptic curves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",lattices,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",hard lattice problems,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",abstract algebra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",finite fields,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"this topic is essential in understanding encryption  algorithms. more advanced concepts may be included,  if needed. this topic includes: ● modular arithmetic,  ● fermat, euler theorems,  ● primitive roots, discrete log problem,  ● primality testing, factoring large integers,  ● elliptic curves, lattices and hard lattice problems,  ● abstract algebra, finite fields, and ● information theory. ",information theory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",shift cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",affine cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",substitution cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",vigenere cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",rot 13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",hill cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"this topic includes the following and their current  applications (if any): ● shift cipher, affine cipher, substitution cipher,  vigenere cipher, rot-13, and ● hill cipher, enigma machine, and others ",enigma machine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ","block ciphers and stream ciphers (pseudorandom permutations, pseudorandom generators)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",feistel networks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",data encryption standard (des),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",advanced encryption standard (aes),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",modes of operation for block ciphers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",differential attack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",linear attack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",stream ciphers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",linear feedback shift registers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"this topic includes: ● b block ciphers and stream ciphers (pseudorandom permutations, pseudo-random  generators),  ● feistel networks, data encryption standard  (des),  ● advanced encryption standard (aes),  ● modes of operation for block ciphers,  ● differential attack, linear attack, and ● stream ciphers, linear feedback shift registers,  rc4. ",rc4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ","theoretical concepts (computational complexity, one way trapdoor functions)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ",naive rsa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ","weakness of naive rsa, padded rsa",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ",diffie hellman protocol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ",el gamal cipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ","other public key ciphers, including goldwassermicali, rabin, paillier, mceliece",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"this topic includes: ● theoretical concepts (computational complexity,  one-way trapdoor functions),  ● naive rsa,  ● weakness of naive rsa, padded rsa,  ● diffie-hellman protocol, ● el gamal cipher,  ● other public-key ciphers, including goldwassermicali, rabin, paillier, mceliece, and ● elliptic curves ciphers. ",elliptic curves ciphers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"this topic includes: ● definition, and ● limits and types of tools (open source versus  closed source) ",definition,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,"this topic includes: ● definition, and ● limits and types of tools (open source versus  closed source) ",limits of tools,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,"this topic includes: ● definition, and ● limits and types of tools (open source versus  closed source) ",types of tools,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,"this topic includes: ● definition, and ● limits and types of tools (open source versus  closed source) ",open source tools,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,"this topic includes: ● definition, and ● limits and types of tools (open source versus  closed source) ",closed source tools,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ",right to privacy,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ",fourth and fifth amendments,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ",protection of encryption keys under the fifth amendment,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ","types of legal authority (owner consent, search warrant, fisa, title iii (wiretap), abandonment, exigent circumstances, plain sight, etc.)","1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ","protection from legal processes (e.g., isp subscriber information via subpoena, email server transactional data from 2703(d) court order, full content via search warrant, etc.)","1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ","legal request for preservation of digital evidence (e.g., via 2703(f) preservation letter)","1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,"this topic includes: ● right to privacy, ● fourth and fifth amendments, ● protection of encryption keys under the fifth  amendment, ● types of legal authority (owner consent, search  warrant, fisa, title iii (wiretap), abandonment,  exigent circumstances, plain sight, etc.), ● protection from legal processes (e.g., isp  subscriber information via subpoena, e-mail  server transactional data from 2703(d) court  order, full content via search warrant, etc.), ● legal request for preservation of digital evidence  (e.g., via 2703(f) preservation letter), and ● affidavits, testimony and testifying, ","affidavits, testimony and testifying","1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,"this topic includes: ● types, ● artifact-focused versus all-in-one tools, ● requirements, and ● limitations ",types,"1,5 ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
